,sharpe,sortino,annualized_return,annualized_vol,max_drawdown,calmar,win_rate,turnover,total_cost_bps,alpha,beta,information_ratio,n_obs
PORTFOLIO,1.5976225467245877,1.504651143343732,0.11871363490867193,0.07184679118594477,0.04503099976046953,2.6362646963233693,0.5007751937984496,16.5715075365399,2.0,0.05519796874338958,0.3373732206241624,-0.5660140677470002,645
