,sharpe,sortino,annualized_return,annualized_vol,max_drawdown,calmar,win_rate,turnover,total_cost_bps,alpha,beta,information_ratio,n_obs
PORTFOLIO,0.9779475518829072,1.0073564811076223,0.01520271020635966,0.015552443699631473,0.019022752369964046,0.7991856231259132,0.4945736434108527,5.123575159416919,2.0,0.007282671589090607,0.04488060284996629,-1.1579434207915202,645
