variant,sharpe,sortino,annualized_return,annualized_vol,max_drawdown,calmar,win_rate,turnover,total_cost_bps,alpha,beta,information_ratio,n_obs
baseline,1.5976225467245877,1.504651143343732,0.1187136349086719,0.0718467911859447,0.0450309997604695,2.6362646963233693,0.5007751937984496,16.5715075365399,2.0,0.0551979687433895,0.3373732206241624,-0.5660140677470002,645.0
no_long_bias,0.1702901840118191,0.1686346777720629,0.0050773854691086,0.0329180724452003,0.0548801563473512,0.0925176932254437,0.4868217054263566,45.70963084101296,2.0,-0.0046668509154924,0.058037884966416,-1.217895296399274,645.0
no_vol_target,1.4413068288942217,1.3054398888945022,0.1165286280751629,0.078637924796785,0.0452900522980962,2.572940903405871,0.4976744186046511,16.61710730948678,2.0,0.0494614751373912,0.361599438697209,-0.5792694623627415,645.0
h_conviction_on,0.977947551887912,1.0073564811137952,0.0152027102064262,0.0155524436996182,0.0190227523699631,0.799185623129451,0.4945736434108527,5.123575159404828,2.0,0.0072826715891625,0.0448806028499271,-1.1579434207910186,645.0
signal_only,-0.194505968565615,-0.1793816268635338,-0.0106896505630681,0.0490660024325944,0.1016079071852543,-0.1052049083500802,0.4992248062015504,48.26389228716211,2.0,-0.0307912865667708,0.1198606539185295,-1.3712112867554624,645.0
